"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Category","Outler_Age"
"FDF05",17.5,"1",0.027022883,"6",262.491,"OUT017",2007,"3","2","2",5259.82,"Food",10
"DRF15",18.35,"1",0.058153409,"5",152.034,"OUT019",1985,"3","1","1",306.268,"Drinks",32
"FDL20",17.1,"1",0.128937661,"7",112.3886,"OUT018",2009,"2","3","3",1779.0176,"Food",8
"FDV32",7.785,"1",0.088846306,"7",61.451,"OUT049",1999,"2","1","2",759.012,"Food",18
"FDJ34",11.8,"2",0.09357779,"14",125.9704,"OUT013",1987,"1","3","2",1877.556,"Food",30
"FDG08",13.15,"2",0.165694678,"7",171.8764,"OUT045",2002,"3","2","2",3779.0808,"Food",15
"FDQ04",6.4,"1",0.148392623,"6",41.5796,"OUT019",1985,"3","1","1",41.2796,"Food",32
"FDW13",8.5,"1",0.098438394,"4",51.1324,"OUT017",2007,"3","2","2",259.662,"Food",10
"NCI17",8.645,"1",0.143303291,"9",96.341,"OUT013",1987,"1","3","2",193.082,"Non Consumable",30
"FDY03",17.6,"2",0.076276208,"11",110.9202,"OUT045",2002,"3","2","2",1687.803,"Food",15
"FDS12",9.1,"1",0.175103435,"1",127.5362,"OUT017",2007,"3","2","2",4655.9394,"Food",10
"FDJ55",12.8,"2",0.023511371,"11",225.9404,"OUT013",1987,"1","3","2",4950.8888,"Food",30
"DRK01",7.63,"1",0.06105276,"15",95.4436,"OUT035",2004,"3","2","2",1418.154,"Drinks",13
"FDG28",9.285,"2",0.049559042,"6",246.4144,"OUT017",2007,"3","2","2",1225.072,"Food",10
"FDY38",13.6,"2",0.119418124,"5",231.03,"OUT045",2002,"3","2","2",5359.69,"Food",15
"FDN01",8.895,"1",0.072545601,"3",176.237,"OUT045",2002,"3","2","2",1764.37,"Food",15
"NCR54",16.35,"1",0.090486828,"10",195.211,"OUT013",1987,"1","3","2",2553.343,"Non Consumable",30
"FDG29",17.6,"1",0.056245075,"6",43.3454,"OUT013",1987,"1","3","2",1006.6896,"Food",30
"FDG24",7.975,"1",0.014618973,"1",85.225,"OUT013",1987,"1","3","2",1081.925,"Food",30
"FDG59",15.85,"1",0.043479126,"16",36.7164,"OUT017",2007,"3","2","2",308.9312,"Food",10
"FDM28",15.7,"1",0.045166237,"6",178.666,"OUT013",1987,"1","3","2",2516.724,"Food",30
"FDW04",8.985,"2",0.057827101,"6",128.831,"OUT046",1997,"3","1","2",1428.141,"Food",20
"FDS26",20.35,"1",0.089394766,"5",260.1594,"OUT013",1987,"1","3","2",2093.2752,"Food",30
"FDQ56",6.59,"1",0.10550944,"7",85.6908,"OUT013",1987,"1","3","2",1929.4884,"Food",30
"FDK51",19.85,"1",0.005234153,"5",264.0884,"OUT035",2004,"3","2","2",5829.7448,"Food",13
"FDL22",16.85,"1",0.036390174,"14",91.4488,"OUT046",1997,"3","1","2",2082.6224,"Food",20
"FDH19",19.35,"1",0.03292824,"11",173.1738,"OUT027",1985,"2","3","4",7298.4996,"Food",32
"FDY55",16.75,"1",0.081252534,"7",256.4988,"OUT013",1987,"1","3","2",7452.9652,"Food",30
"FDY03",17.6,"2",0.076552407,"11",110.5202,"OUT017",2007,"3","2","2",450.0808,"Food",10
"FDK21",7.905,"1",0.016758569,"14",250.4408,"OUT010",1998,"1","3","1",500.6816,"Food",19
"FDZ10",17.85,"1",0.044248175,"14",126.202,"OUT027",1985,"2","3","4",3668.558,"Food",32
"FDZ32",7.785,"2",0.038288087,"7",103.1964,"OUT018",2009,"2","3","3",736.3748,"Food",8
"NCZ18",7.825,"1",0.186032678,"10",253.0698,"OUT035",2004,"3","2","2",6088.0752,"Non Consumable",13
"NCF07",9,"1",0.031867464,"10",101.0016,"OUT027",1985,"2","3","4",2125.2336,"Non Consumable",32
"DRE49",20.75,"1",0.021370201,"15",153.0024,"OUT017",2007,"3","2","2",2277.036,"Drinks",10
"FDJ08",11.1,"1",0.193772568,"7",190.3846,"OUT019",1985,"3","1","1",573.2538,"Food",32
"FDT39",6.26,"2",0.009866049,"11",151.1366,"OUT035",2004,"3","2","2",2267.049,"Food",13
"FDE08",18.2,"1",0.082551042,"7",147.3734,"OUT010",1998,"1","3","1",296.9468,"Food",19
"NCD06",13,"1",0.099729888,"10",46.306,"OUT018",2009,"2","3","3",559.272,"Non Consumable",8
"FDB57",20.25,"2",0.018801549,"7",222.1772,"OUT035",2004,"3","2","2",5559.43,"Food",13
"NCT54",8.695,"1",0.119721451,"10",95.5094,"OUT049",1999,"2","1","2",1237.7222,"Non Consumable",18
"DRF49",7.27,"1",0.071222087,"15",113.5518,"OUT045",2002,"3","2","2",569.259,"Drinks",15
"FDM25",10.695,"2",0.060371962,"3",174.0712,"OUT027",1985,"2","3","4",3866.9664,"Food",32
"FDF20",12.85,"1",0.033287541,"7",198.4768,"OUT045",2002,"3","2","2",1379.5376,"Food",15
"FDH27",7.075,"1",0.05858462,"5",142.7128,"OUT018",2009,"2","3","3",1869.5664,"Food",8
"FDV60",20.2,"2",0.11679292,"1",196.211,"OUT027",1985,"2","3","4",5499.508,"Food",32
"FDY59",8.195,"1",0.031452265,"1",94.3462,"OUT049",1999,"2","1","2",925.462,"Food",18
"FDK36",7.09,"1",0.00721395,"1",47.9034,"OUT035",2004,"3","2","2",583.2408,"Food",13
"NCM31",6.095,"1",0.081196619,"12",141.4154,"OUT046",1997,"3","1","2",1418.154,"Non Consumable",20
"FDE33",19.35,"2",0.049916364,"7",80.2644,"OUT017",2007,"3","2","2",942.7728,"Food",10
"FDU36",6.15,"1",0.04627095,"1",99.3384,"OUT046",1997,"3","1","2",2364.9216,"Food",20
"FDV13",17.35,"2",0.02747716,"4",87.9856,"OUT027",1985,"2","3","4",3251.7672,"Food",32
"FDV20",20.2,"2",0.104704537,"7",125.2678,"OUT019",1985,"3","1","1",254.3356,"Food",32
"NCQ54",17.7,"1",0.012540003,"10",167.0474,"OUT035",2004,"3","2","2",5895.659,"Non Consumable",13
"FDO23",17.85,"1",0.147023834,"2",93.7436,"OUT018",2009,"2","3","3",1134.5232,"Food",8
"DRE60",9.395,"1",0.159657596,"15",224.972,"OUT045",2002,"3","2","2",7696.648,"Drinks",15
"DRP47",15.75,"1",0.141398626,"8",250.5382,"OUT017",2007,"3","2","2",2775.7202,"Drinks",10
"FDB21",7.475,"1",0.148821808,"7",241.2854,"OUT045",2002,"3","2","2",5317.0788,"Food",15
"FDR04",7.075,"1",0.0642573974698545,"6",98.0068,"OUT018",2009,"2","3","3",874.8612,"Food",8
"FDX23",6.445,"1",0.029691762,"1",92.6436,"OUT046",1997,"3","1","2",1039.9796,"Food",20
"FDX19",19.1,"1",0.096715523,"7",235.0958,"OUT035",2004,"3","2","2",3038.0454,"Food",13
"FDD40",20.25,"2",0.014790559,"5",193.6162,"OUT035",2004,"3","2","2",3848.324,"Food",13
"FDA01",15,"2",0.054378253,"4",59.1904,"OUT046",1997,"3","1","2",527.3136,"Food",20
"FDS33",6.67,"2",0.123428594,"14",89.1514,"OUT046",1997,"3","1","2",2390.8878,"Food",20
"FDM50",13,"2",0.029943463,"4",60.222,"OUT027",1985,"2","3","4",1677.816,"Food",32
"FDB29",16.7,"2",0.052368061,"6",112.7176,"OUT013",1987,"1","3","2",801.6232,"Food",30
"FDF46",7.07,"1",0.093861144,"14",115.5834,"OUT045",2002,"3","2","2",1267.0174,"Food",15
"FDA33",6.48,"1",0.033968647,"14",148.0076,"OUT045",2002,"3","2","2",886.8456,"Food",15
"FDC08",19,"2",0.173154079,"7",228.272,"OUT010",1998,"1","3","1",452.744,"Food",19
"FDB53",13.35,"1",0.139735226,"6",147.5392,"OUT045",2002,"3","2","2",3877.6192,"Food",15
"FDY31",5.98,"1",0.043351896,"7",146.6418,"OUT027",1985,"2","3","4",4414.254,"Food",32
"DRQ35",9.3,"1",0.042086652,"8",122.4388,"OUT027",1985,"2","3","4",5448.9072,"Drinks",32
"FDX36",9.695,"2",0.12848269,"1",223.9404,"OUT049",1999,"2","1","2",4950.8888,"Food",18
"DRD13",15,"1",0.049357077,"15",62.6168,"OUT017",2007,"3","2","2",958.752,"Drinks",10
"FDC52",11.15,"2",0.008326735,"5",149.9708,"OUT017",2007,"3","2","2",1956.1204,"Food",10
"FDB45",20.85,"1",0.021362955,"7",103.2306,"OUT049",1999,"2","1","2",2404.2038,"Food",18
"NCK19",9.8,"1",0.151420934,"12",194.3478,"OUT010",1998,"1","3","1",387.4956,"Non Consumable",19
"FDV51",16.35,"1",0.032511818,"11",165.0842,"OUT013",1987,"1","3","2",994.7052,"Food",30
"FDZ35",9.6,"2",0.022323658,"2",101.299,"OUT045",2002,"3","2","2",1754.383,"Food",15
"NCW17",18,"1",0.019292355,"9",129.9994,"OUT027",1985,"2","3","4",3340.9844,"Non Consumable",32
"FDV59",13.35,"1",0.048124443,"2",216.7166,"OUT045",2002,"3","2","2",3918.8988,"Food",15
"DRH39",20.7,"1",0.09261307,"5",76.367,"OUT013",1987,"1","3","2",306.268,"Drinks",30
"FDN60",15.1,"1",0.094697274,"1",158.4604,"OUT027",1985,"2","3","4",4278.4308,"Food",32
"FDU55",16.2,"1",0.035984104,"7",260.6278,"OUT045",2002,"3","2","2",4425.5726,"Food",15
"FDN58",13.8,"2",0.056596985,"14",230.9984,"OUT027",1985,"2","3","4",9267.936,"Food",32
"FDC41",15.6,"1",0.2047,"6",76.867,"OUT019",1985,"3","1","1",229.701,"Food",32
"FDO01",21.1,"2",0.020618324,"3",129.3994,"OUT027",1985,"2","3","4",2055.9904,"Food",32
"NCO43",5.5,"1",0.04709821,"12",101.3016,"OUT046",1997,"3","1","2",3339.6528,"Non Consumable",20
"FDQ07",15.1,"2",0.087584126,"7",221.7456,"OUT045",2002,"3","2","2",6410.3224,"Food",15
"FDF28",15.7,"2",0.038078899,"6",122.9046,"OUT017",2007,"3","2","2",1992.0736,"Food",10
"FDM01",7.895,"2",0.095102092,"3",104.4332,"OUT017",2007,"3","2","2",2870.9296,"Food",10
"FDY49",17.2,"2",0.011953902,"4",164.5184,"OUT027",1985,"2","3","4",2807.0128,"Food",32
"FDR24",17.35,"2",0.062799379,"1",88.183,"OUT013",1987,"1","3","2",539.298,"Food",30
"NCY18",7.285,"1",0.031125709,"10",174.3054,"OUT013",1987,"1","3","2",4377.635,"Non Consumable",30
"NCY30",20.25,"1",0.026005891,"10",180.9976,"OUT045",2002,"3","2","2",2716.464,"Non Consumable",15
"FDJ22",18.75,"1",0.09246392,"14",190.9504,"OUT019",1985,"3","1","1",383.5008,"Food",32
"DRI37",15.85,"1",0.107765165,"15",59.5904,"OUT049",1999,"2","1","2",703.0848,"Drinks",18
"FDL27",6.17,"1",0.010647477,"11",66.3826,"OUT049",1999,"2","1","2",1937.478,"Food",18
"NCO30",19.5,"1",0.015749341,"10",182.2608,"OUT049",1999,"2","1","2",3307.6944,"Non Consumable",18
"NCB07",19.2,"1",0.077628053,"10",197.611,"OUT049",1999,"2","1","2",3142.576,"Non Consumable",18
"FDX25",16.7,"1",0.0642573974698545,"4",181.2292,"OUT018",2009,"2","3","3",2554.0088,"Food",8
"FDP59",20.85,"2",0.056695731,"2",104.0648,"OUT018",2009,"2","3","3",1869.5664,"Food",8
"FDR59",14.5,"2",0.063993068,"2",260.4594,"OUT045",2002,"3","2","2",5494.8474,"Food",15
"FDT27",11.395,"2",0.069529262,"11",233.1616,"OUT013",1987,"1","3","2",6093.4016,"Food",30
"DRI01",7.97,"1",0.034452949,"15",174.0422,"OUT046",1997,"3","1","2",2586.633,"Drinks",20
"FDU09",7.71,"2",0.06670068,"14",55.2956,"OUT049",1999,"2","1","2",1255.6988,"Food",18
"FDH26",19.25,"2",0.034699737,"4",141.7496,"OUT046",1997,"3","1","2",4093.3384,"Food",20
"FDH27",7.075,"1",0.058346939,"5",142.2128,"OUT046",1997,"3","1","2",3163.8816,"Food",20
"FDN39",19.35,"2",0.065203103,"11",166.0816,"OUT027",1985,"2","3","4",5033.448,"Food",32
"FDH40",11.6,"2",0.078929571,"6",79.9276,"OUT046",1997,"3","1","2",1137.1864,"Food",20
"FDJ56",8.985,"1",0.182514881,"7",98.77,"OUT027",1985,"2","3","4",2696.49,"Food",32
"DRN47",12.1,"1",0.016895293,"8",178.566,"OUT018",2009,"2","3","3",898.83,"Drinks",8
"NCO17",10,"1",0.073379745,"9",118.244,"OUT046",1997,"3","1","2",2756.412,"Non Consumable",20
"FDX60",14.35,"1",0.08075758,"1",81.896,"OUT045",2002,"3","2","2",878.856,"Food",15
"FDT22",10.395,"1",0.112271498,"14",58.222,"OUT049",1999,"2","1","2",659.142,"Food",18
"FDX26",17.7,"1",0.153741385,"5",182.6292,"OUT019",1985,"3","1","1",182.4292,"Food",32
"FDG45",8.1,"1",0.127929521,"7",211.4902,"OUT013",1987,"1","3","2",3610.6334,"Food",30
"FDD44",8.05,"2",0.07838564,"7",256.4646,"OUT035",2004,"3","2","2",5153.292,"Food",13
"FDS15",9.195,"2",0.078502143,"11",108.7596,"OUT017",2007,"3","2","2",2588.6304,"Food",10
"FDL51",20.7,"2",0.047684831,"5",212.5876,"OUT018",2009,"2","3","3",1286.3256,"Food",8
"FDL32",15.7,"2",0.123159656,"7",110.1544,"OUT017",2007,"3","2","2",1230.3984,"Food",10
"FDZ07",15.1,"2",0.0643032613957621,"7",60.2194,"OUT027",1985,"2","3","4",1733.7432,"Food",32
"NCW53",18.35,"1",0.053392944,"9",193.8162,"OUT019",1985,"3","1","1",384.8324,"Non Consumable",32
"NCA54",16.5,"1",0.036715907,"10",180.0318,"OUT045",2002,"3","2","2",3969.4996,"Non Consumable",15
"FDX09",9,"1",0.065236932,"14",176.437,"OUT035",2004,"3","2","2",7763.228,"Food",13
"FDO51",6.785,"2",0.041947547,"11",41.2112,"OUT013",1987,"1","3","2",809.6128,"Food",30
"FDW49",19.5,"1",0.082888496,"4",178.6002,"OUT018",2009,"2","3","3",1253.7014,"Food",8
"FDB27",7.575,"1",0.055390121,"5",195.2768,"OUT046",1997,"3","1","2",5715.2272,"Food",20
"FDF45",18.2,"2",0.012194556,"7",57.7904,"OUT013",1987,"1","3","2",1464.76,"Food",30
"FDV02",16.75,"1",0.060495243,"5",169.8106,"OUT013",1987,"1","3","2",3251.1014,"Food",30
"FDY28",7.47,"2",0.0646641146824417,"6",214.3218,"OUT035",2004,"3","2","2",4274.436,"Food",13
"FDX31",20.35,"2",0.014753811,"7",231.7958,"OUT027",1985,"2","3","4",5375.0034,"Food",32
"FDR43",18.2,"1",0.160707489,"7",38.019,"OUT027",1985,"2","3","4",1318.284,"Food",32
"FDP51",13.85,"2",0.085622362,"11",119.4124,"OUT018",2009,"2","3","3",2251.7356,"Food",8
"FDL52",6.635,"2",0.046350909,"6",37.4506,"OUT017",2007,"3","2","2",1176.4686,"Food",10
"FDR44",6.11,"2",0.102920886,"7",130.4968,"OUT046",1997,"3","1","2",3523.4136,"Food",20
"FDB34",15.25,"1",0.026604781,"14",86.2198,"OUT035",2004,"3","2","2",610.5386,"Food",13
"FDC50",15.85,"1",0.0646641146824417,"4",96.4094,"OUT035",2004,"3","2","2",1237.7222,"Food",13
"FDT57",15.2,"1",0.031860325,"14",235.1248,"OUT010",1998,"1","3","1",474.0496,"Food",19
"FDP22",14.65,"2",0.0643032613957621,"14",52.6666,"OUT027",1985,"2","3","4",717.7324,"Food",32
"DRE49",20.75,"1",0.021250002,"15",150.5024,"OUT046",1997,"3","1","2",2580.6408,"Drinks",20
"FDM40",10.195,"1",0.159936948,"6",143.2154,"OUT046",1997,"3","1","2",2552.6772,"Food",20
"FDY32",7.605,"1",0.129503146,"7",164.021,"OUT045",2002,"3","2","2",3914.904,"Food",15
"FDW07",18,"2",0.142688846,"7",88.5514,"OUT046",1997,"3","1","2",796.9626,"Food",20
"FDU02",13.35,"1",0.179484411,"5",228.9352,"OUT019",1985,"3","1","1",916.1408,"Food",32
"NCF18",18.35,"1",0.089163056,"10",191.3504,"OUT045",2002,"3","2","2",3259.7568,"Non Consumable",15
"FDQ56",6.59,"1",0.105761491,"7",84.8908,"OUT049",1999,"2","1","2",1677.816,"Food",18
"FDN58",13.8,"2",0.056960814,"14",230.0984,"OUT049",1999,"2","1","2",3707.1744,"Food",18
"FDG35",21.2,"2",0.00704098,"16",173.5738,"OUT046",1997,"3","1","2",2954.1546,"Food",20
"FDY34",10.5,"2",0.011026594,"14",166.4842,"OUT018",2009,"2","3","3",2652.5472,"Food",8
"NCE19",8.97,"1",0.093203257,"10",52.7956,"OUT045",2002,"3","2","2",1037.3164,"Non Consumable",15
"NCK31",10.895,"1",0.026916794,"12",50.9666,"OUT027",1985,"2","3","4",717.7324,"Non Consumable",32
"NCJ29",10.6,"1",0.035264298,"9",86.1224,"OUT045",2002,"3","2","2",426.112,"Non Consumable",15
"FDT59",13.65,"1",0.015908424,"2",231.1668,"OUT035",2004,"3","2","2",6911.004,"Food",13
"NCX41",19,"1",0.017719277,"9",211.0244,"OUT046",1997,"3","1","2",3811.0392,"Non Consumable",20
"FDU45",15.6,"2",0.035334201,"14",115.3518,"OUT027",1985,"2","3","4",2277.036,"Food",32
"FDW24",6.8,"1",0.065652494,"1",48.9034,"OUT019",1985,"3","1","1",48.6034,"Food",32
"FDF22",6.865,"1",0.056919038,"14",212.8218,"OUT049",1999,"2","1","2",5770.4886,"Food",18
"FDM60",10.8,"2",0.048143292,"1",40.2138,"OUT046",1997,"3","1","2",690.4346,"Food",20
"FDR02",16.7,"1",0.022047313,"5",110.2886,"OUT013",1987,"1","3","2",1890.2062,"Food",30
"DRP35",18.85,"1",0.090427268,"8",126.2336,"OUT027",1985,"2","3","4",3195.84,"Drinks",32
"FDS48",15.15,"1",0.027779254,"1",150.1708,"OUT046",1997,"3","1","2",1504.708,"Food",20
"NCZ42",10.5,"1",0.108134654131881,"10",238.3248,"OUT010",1998,"1","3","1",711.0744,"Non Consumable",19
"FDZ38",17.6,"1",0.008033611,"5",174.2422,"OUT018",2009,"2","3","3",4311.055,"Food",8
"FDH19",19.35,"1",0.033088472,"11",175.4738,"OUT046",1997,"3","1","2",521.3214,"Food",20
"NCB55",15.7,"1",0.160663021,"10",59.4562,"OUT046",1997,"3","1","2",829.5868,"Non Consumable",20
"FDC15",18.1,"1",0.178975721,"5",155.5288,"OUT017",2007,"3","2","2",1571.288,"Food",10
"FDF11",10.195,"2",0.017627888,"16",239.6538,"OUT035",2004,"3","2","2",2403.538,"Food",13
"FDW35",10.6,"1",0.0194158,"2",41.6454,"OUT019",1985,"3","1","1",83.8908,"Food",32
"FDB44",6.655,"1",0.016993225,"7",211.0586,"OUT045",2002,"3","2","2",844.2344,"Food",15
"NCC06",19,"1",0.027139013,"10",127.3336,"OUT017",2007,"3","2","2",2940.1728,"Non Consumable",10
"FDR04",7.075,"1",0.03777249,"6",98.0068,"OUT010",1998,"1","3","1",291.6204,"Food",19
"FDB17",13.15,"1",0.036746479,"6",181.2976,"OUT045",2002,"3","2","2",3259.7568,"Food",15
"FDW43",20.1,"2",0.022460102,"7",226.8036,"OUT049",1999,"2","1","2",3415.554,"Food",18
"FDA27",20.35,"2",0.0642573974698545,"5",256.7672,"OUT018",2009,"2","3","3",5624.6784,"Food",8
"NCU41",18.85,"1",0.05213575,"9",190.1846,"OUT049",1999,"2","1","2",6687.961,"Non Consumable",18
"FDY56",16.35,"2",0.062508438,"7",227.1062,"OUT049",1999,"2","1","2",5642.655,"Food",18
"FDV39",11.3,"1",0.007309544,"11",196.2426,"OUT018",2009,"2","3","3",4943.565,"Food",8
"FDN32",17.5,"1",0.015623754,"7",182.6266,"OUT018",2009,"2","3","3",3135.2522,"Food",8
"FDW07",18,"2",0.142978223,"7",87.4514,"OUT045",2002,"3","2","2",796.9626,"Food",15
"FDZ27",7.935,"1",0.017191055,"5",51.535,"OUT045",2002,"3","2","2",848.895,"Food",15
"FDW23",5.765,"1",0.143592939,"1",37.3164,"OUT019",1985,"3","1","1",38.6164,"Food",32
"FDU01",20.25,"2",0.011995271,"4",184.5924,"OUT046",1997,"3","1","2",4997.4948,"Food",20
"FDF10",15.5,"2",0.15717236,"14",149.1418,"OUT049",1999,"2","1","2",588.5672,"Food",18
"DRH03",17.25,"1",0.061393095,"5",91.812,"OUT019",1985,"3","1","1",372.848,"Drinks",32
"FDW27",5.86,"2",0.264124669,"11",155.7314,"OUT019",1985,"3","1","1",155.1314,"Food",32
"DRI13",15.35,"1",0.020310046,"15",218.0508,"OUT013",1987,"1","3","2",3038.7112,"Drinks",30
"NCR05",10.1,"1",0.054630834,"9",200.2084,"OUT046",1997,"3","1","2",1587.2672,"Non Consumable",20
"FDB29",16.7,"2",0.052517969,"6",115.4176,"OUT045",2002,"3","2","2",687.1056,"Food",15
"FDL51",20.7,"2",0.047565208,"5",213.4876,"OUT049",1999,"2","1","2",1929.4884,"Food",18
"FDB11",16,"1",0.060797393,"16",223.8404,"OUT013",1987,"1","3","2",3600.6464,"Food",30
"FDI35",14,"1",0.041291169,"16",180.7634,"OUT046",1997,"3","1","2",2181.1608,"Food",20
"FDX08",12.85,"1",0.022604051,"7",181.4318,"OUT046",1997,"3","1","2",3428.2042,"Food",20
"FDP59",20.85,"2",0.056580228,"2",105.6648,"OUT045",2002,"3","2","2",623.1888,"Food",15
"NCJ18",12.35,"1",0.164196823,"10",120.5124,"OUT049",1999,"2","1","2",2133.2232,"Non Consumable",18
"FDJ41",6.85,"1",0.022976497,"6",261.6594,"OUT018",2009,"2","3","3",3401.5722,"Food",8
"FDU08",10.3,"1",0.027310252,"7",101.0042,"OUT035",2004,"3","2","2",1289.6546,"Food",13
"FDS09",8.895,"2",0.141975462,"14",49.6008,"OUT019",1985,"3","1","1",50.6008,"Food",32
"DRH15",8.775,"1",0.064299088571134,"5",45.9428,"OUT013",1987,"1","3","2",790.9704,"Drinks",30
"NCV17",18.85,"1",0.01619866,"9",129.2626,"OUT017",2007,"3","2","2",3147.9024,"Non Consumable",10
"NCO54",19.5,"1",0.014205168,"10",56.7614,"OUT027",1985,"2","3","4",2486.763,"Non Consumable",32
"FDE24",14.85,"1",0.09344495,"1",141.0812,"OUT035",2004,"3","2","2",1139.8496,"Food",13
"FDH53",20.5,"2",0.019199733,"6",84.3592,"OUT046",1997,"3","1","2",1816.3024,"Food",20
"FDZ13",7.84,"2",0.154120252,"4",51.935,"OUT018",2009,"2","3","3",199.74,"Food",8
"FDW28",18.25,"1",0.089004389,"6",196.7452,"OUT045",2002,"3","2","2",978.726,"Food",15
"FDU46",10.3,"2",0.011117041,"14",85.854,"OUT013",1987,"1","3","2",2683.174,"Food",30
"NCE43",12.5,"1",0.103422709,"10",169.9448,"OUT035",2004,"3","2","2",2897.5616,"Non Consumable",13
"FDS26",20.35,"1",0.089035961,"5",260.5594,"OUT027",1985,"2","3","4",9158.079,"Food",32
"FDB14",20.25,"2",0.102723919,"4",93.212,"OUT046",1997,"3","1","2",1957.452,"Food",20
"DRB48",16.75,"2",0.024733134,"15",40.2822,"OUT027",1985,"2","3","4",1296.3126,"Drinks",32
"NCC42",15,"1",0.044871033,"9",140.3838,"OUT013",1987,"1","3","2",2528.7084,"Non Consumable",30
"FDQ20",8.325,"1",0.029760052,"7",38.7138,"OUT013",1987,"1","3","2",284.2966,"Food",30
"FDA13",15.85,"1",0.078999287,"4",38.6506,"OUT017",2007,"3","2","2",759.012,"Food",10
"FDZ15",13.1,"1",0.020870744,"5",117.3782,"OUT046",1997,"3","1","2",1787.673,"Food",20
"NCV42",6.26,"1",0.031599715,"10",111.3228,"OUT017",2007,"3","2","2",2431.5016,"Non Consumable",10
"DRI51",17.25,"1",0.042413704,"5",173.1764,"OUT018",2009,"2","3","3",4466.1864,"Drinks",8
"FDO28",5.765,"1",0.072284689,"6",119.9098,"OUT035",2004,"3","2","2",2048.6666,"Food",13
"NCS54",13.6,"1",0.009984847,"10",175.437,"OUT013",1987,"1","3","2",1940.807,"Non Consumable",30
"FDH16",10.5,"1",0.052852621,"6",88.783,"OUT017",2007,"3","2","2",2067.309,"Food",10
"FDG24",7.975,"1",0.014660821,"1",85.125,"OUT045",2002,"3","2","2",2663.2,"Food",15
"FDR52",12.65,"2",0.076354362,"6",192.1846,"OUT018",2009,"2","3","3",1146.5076,"Food",8
"NCH06",12.3,"1",0.076709639,"10",247.846,"OUT045",2002,"3","2","2",3448.844,"Non Consumable",15
"FDA36",5.985,"1",0.005677876,"1",184.8924,"OUT045",2002,"3","2","2",1665.8316,"Food",15
"FDU56",16.85,"1",0.0643032613957621,"7",184.7266,"OUT027",1985,"2","3","4",8114.7704,"Food",32
"FDT09",15.15,"2",0.012282366,"14",132.5284,"OUT049",1999,"2","1","2",1713.7692,"Food",18
"FDU25",12.35,"1",0.026681262,"4",56.4246,"OUT046",1997,"3","1","2",810.9444,"Food",20
"FDK41",14.3,"1",0.127541722,"6",84.9224,"OUT046",1997,"3","1","2",1193.1136,"Food",20
"NCT54",8.695,"1",0.119513002,"10",93.4094,"OUT035",2004,"3","2","2",856.8846,"Non Consumable",13
"FDV51",16.35,"1",0.054463442,"11",163.8842,"OUT010",1998,"1","3","1",165.7842,"Food",19
"FDM24",6.135,"2",0.0648003527697595,"1",151.3366,"OUT045",2002,"3","2","2",1057.9562,"Food",15
"NCO30",19.5,"1",0.015756784,"10",185.0608,"OUT045",2002,"3","2","2",2205.1296,"Non Consumable",15
"FDQ45",9.5,"2",0.010907967,"14",182.3608,"OUT013",1987,"1","3","2",2940.1728,"Food",30
"DRK59",8.895,"1",0.07543556,"8",235.8616,"OUT035",2004,"3","2","2",3046.7008,"Drinks",13
"FDW28",18.25,"1",0.0642464577651515,"6",196.8452,"OUT046",1997,"3","1","2",3327.6684,"Food",20
"FDC02",21.35,"1",0.115194717,"4",258.3278,"OUT010",1998,"1","3","1",520.6556,"Food",19
"FDR21",19.7,"1",0.066922802,"14",174.837,"OUT035",2004,"3","2","2",2999.429,"Food",13
"FDN48",13.35,"1",0.064636203,"1",90.0804,"OUT027",1985,"2","3","4",2113.2492,"Food",32
"FDT44",16.6,"1",0.103195401,"7",117.8466,"OUT045",2002,"3","2","2",942.7728,"Food",15
"FDX14",13.1,"1",0.13121032,"5",74.0354,"OUT019",1985,"3","1","1",75.2354,"Food",32
"FDH57",10.895,"1",0.035747522,"7",133.6284,"OUT046",1997,"3","1","2",1581.9408,"Food",20
"FDH28",15.85,"2",0.192650072,"6",37.4506,"OUT019",1985,"3","1","1",37.9506,"Food",32
"NCT41",15.7,"1",0.098031771,"9",151.3024,"OUT019",1985,"3","1","1",151.8024,"Non Consumable",32
"FDO11",8,"2",0.030118338,"2",248.8092,"OUT027",1985,"2","3","4",3486.1288,"Food",32
"NCP42",8.51,"1",0.016201845,"10",195.2478,"OUT017",2007,"3","2","2",4262.4516,"Non Consumable",10
"FDN09",14.15,"1",0.05837308,"14",243.9828,"OUT010",1998,"1","3","1",731.0484,"Food",19
"FDP32",6.65,"1",0.087652908,"7",128.8678,"OUT035",2004,"3","2","2",1398.8458,"Food",13
"FDV57",15.25,"2",0.065999008,"14",177.966,"OUT049",1999,"2","1","2",2336.958,"Food",18
"FDW28",18.25,"1",0.088750333,"6",196.5452,"OUT013",1987,"1","3","2",2348.9424,"Food",30
"FDR56",15.5,"2",0.100277876,"7",196.8768,"OUT027",1985,"2","3","4",7094.7648,"Food",32
"FDA40",16,"2",0.099252438,"6",87.4856,"OUT035",2004,"3","2","2",1054.6272,"Food",13
"NCG42",19.2,"1",0.0648003527697595,"10",127.831,"OUT045",2002,"3","2","2",1298.31,"Non Consumable",15
