"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Category","Outler_Age"
15.85,"1",0.107765165,"15",59.5904,"2","1","2",703.0848,"Drinks",18
6.17,"1",0.010647477,"11",66.3826,"2","1","2",1937.478,"Food",18
19.5,"1",0.015749341,"10",182.2608,"2","1","2",3307.6944,"Non Consumable",18
19.2,"1",0.077628053,"10",197.611,"2","1","2",3142.576,"Non Consumable",18
16.7,"1",0.0642573974698545,"4",181.2292,"2","3","3",2554.0088,"Food",8
20.85,"2",0.056695731,"2",104.0648,"2","3","3",1869.5664,"Food",8
14.5,"2",0.063993068,"2",260.4594,"3","2","2",5494.8474,"Food",15
11.395,"2",0.069529262,"11",233.1616,"1","3","2",6093.4016,"Food",30
7.97,"1",0.034452949,"15",174.0422,"3","1","2",2586.633,"Drinks",20
7.71,"2",0.06670068,"14",55.2956,"2","1","2",1255.6988,"Food",18
19.25,"2",0.034699737,"4",141.7496,"3","1","2",4093.3384,"Food",20
7.075,"1",0.058346939,"5",142.2128,"3","1","2",3163.8816,"Food",20
19.35,"2",0.065203103,"11",166.0816,"2","3","4",5033.448,"Food",32
11.6,"2",0.078929571,"6",79.9276,"3","1","2",1137.1864,"Food",20
8.985,"1",0.182514881,"7",98.77,"2","3","4",2696.49,"Food",32
12.1,"1",0.016895293,"8",178.566,"2","3","3",898.83,"Drinks",8
10,"1",0.073379745,"9",118.244,"3","1","2",2756.412,"Non Consumable",20
14.35,"1",0.08075758,"1",81.896,"3","2","2",878.856,"Food",15
10.395,"1",0.112271498,"14",58.222,"2","1","2",659.142,"Food",18
17.7,"1",0.153741385,"5",182.6292,"3","1","1",182.4292,"Food",32
8.1,"1",0.127929521,"7",211.4902,"1","3","2",3610.6334,"Food",30
8.05,"2",0.07838564,"7",256.4646,"3","2","2",5153.292,"Food",13
9.195,"2",0.078502143,"11",108.7596,"3","2","2",2588.6304,"Food",10
20.7,"2",0.047684831,"5",212.5876,"2","3","3",1286.3256,"Food",8
15.7,"2",0.123159656,"7",110.1544,"3","2","2",1230.3984,"Food",10
15.1,"2",0.0643032613957621,"7",60.2194,"2","3","4",1733.7432,"Food",32
18.35,"1",0.053392944,"9",193.8162,"3","1","1",384.8324,"Non Consumable",32
16.5,"1",0.036715907,"10",180.0318,"3","2","2",3969.4996,"Non Consumable",15
9,"1",0.065236932,"14",176.437,"3","2","2",7763.228,"Food",13
6.785,"2",0.041947547,"11",41.2112,"1","3","2",809.6128,"Food",30
19.5,"1",0.082888496,"4",178.6002,"2","3","3",1253.7014,"Food",8
7.575,"1",0.055390121,"5",195.2768,"3","1","2",5715.2272,"Food",20
18.2,"2",0.012194556,"7",57.7904,"1","3","2",1464.76,"Food",30
16.75,"1",0.060495243,"5",169.8106,"1","3","2",3251.1014,"Food",30
7.47,"2",0.0646641146824417,"6",214.3218,"3","2","2",4274.436,"Food",13
20.35,"2",0.014753811,"7",231.7958,"2","3","4",5375.0034,"Food",32
18.2,"1",0.160707489,"7",38.019,"2","3","4",1318.284,"Food",32
13.85,"2",0.085622362,"11",119.4124,"2","3","3",2251.7356,"Food",8
6.635,"2",0.046350909,"6",37.4506,"3","2","2",1176.4686,"Food",10
6.11,"2",0.102920886,"7",130.4968,"3","1","2",3523.4136,"Food",20
15.25,"1",0.026604781,"14",86.2198,"3","2","2",610.5386,"Food",13
15.85,"1",0.0646641146824417,"4",96.4094,"3","2","2",1237.7222,"Food",13
15.2,"1",0.031860325,"14",235.1248,"1","3","1",474.0496,"Food",19
14.65,"2",0.0643032613957621,"14",52.6666,"2","3","4",717.7324,"Food",32
20.75,"1",0.021250002,"15",150.5024,"3","1","2",2580.6408,"Drinks",20
10.195,"1",0.159936948,"6",143.2154,"3","1","2",2552.6772,"Food",20
7.605,"1",0.129503146,"7",164.021,"3","2","2",3914.904,"Food",15
18,"2",0.142688846,"7",88.5514,"3","1","2",796.9626,"Food",20
13.35,"1",0.179484411,"5",228.9352,"3","1","1",916.1408,"Food",32
18.35,"1",0.089163056,"10",191.3504,"3","2","2",3259.7568,"Non Consumable",15
6.59,"1",0.105761491,"7",84.8908,"2","1","2",1677.816,"Food",18
13.8,"2",0.056960814,"14",230.0984,"2","1","2",3707.1744,"Food",18
21.2,"2",0.00704098,"16",173.5738,"3","1","2",2954.1546,"Food",20
10.5,"2",0.011026594,"14",166.4842,"2","3","3",2652.5472,"Food",8
8.97,"1",0.093203257,"10",52.7956,"3","2","2",1037.3164,"Non Consumable",15
10.895,"1",0.026916794,"12",50.9666,"2","3","4",717.7324,"Non Consumable",32
10.6,"1",0.035264298,"9",86.1224,"3","2","2",426.112,"Non Consumable",15
13.65,"1",0.015908424,"2",231.1668,"3","2","2",6911.004,"Food",13
19,"1",0.017719277,"9",211.0244,"3","1","2",3811.0392,"Non Consumable",20
15.6,"2",0.035334201,"14",115.3518,"2","3","4",2277.036,"Food",32
6.8,"1",0.065652494,"1",48.9034,"3","1","1",48.6034,"Food",32
6.865,"1",0.056919038,"14",212.8218,"2","1","2",5770.4886,"Food",18
10.8,"2",0.048143292,"1",40.2138,"3","1","2",690.4346,"Food",20
16.7,"1",0.022047313,"5",110.2886,"1","3","2",1890.2062,"Food",30
18.85,"1",0.090427268,"8",126.2336,"2","3","4",3195.84,"Drinks",32
15.15,"1",0.027779254,"1",150.1708,"3","1","2",1504.708,"Food",20
10.5,"1",0.108134654131881,"10",238.3248,"1","3","1",711.0744,"Non Consumable",19
17.6,"1",0.008033611,"5",174.2422,"2","3","3",4311.055,"Food",8
19.35,"1",0.033088472,"11",175.4738,"3","1","2",521.3214,"Food",20
15.7,"1",0.160663021,"10",59.4562,"3","1","2",829.5868,"Non Consumable",20
18.1,"1",0.178975721,"5",155.5288,"3","2","2",1571.288,"Food",10
10.195,"2",0.017627888,"16",239.6538,"3","2","2",2403.538,"Food",13
10.6,"1",0.0194158,"2",41.6454,"3","1","1",83.8908,"Food",32
6.655,"1",0.016993225,"7",211.0586,"3","2","2",844.2344,"Food",15
19,"1",0.027139013,"10",127.3336,"3","2","2",2940.1728,"Non Consumable",10
7.075,"1",0.03777249,"6",98.0068,"1","3","1",291.6204,"Food",19
13.15,"1",0.036746479,"6",181.2976,"3","2","2",3259.7568,"Food",15
20.1,"2",0.022460102,"7",226.8036,"2","1","2",3415.554,"Food",18
20.35,"2",0.0642573974698545,"5",256.7672,"2","3","3",5624.6784,"Food",8
18.85,"1",0.05213575,"9",190.1846,"2","1","2",6687.961,"Non Consumable",18
16.35,"2",0.062508438,"7",227.1062,"2","1","2",5642.655,"Food",18
11.3,"1",0.007309544,"11",196.2426,"2","3","3",4943.565,"Food",8
17.5,"1",0.015623754,"7",182.6266,"2","3","3",3135.2522,"Food",8
18,"2",0.142978223,"7",87.4514,"3","2","2",796.9626,"Food",15
7.935,"1",0.017191055,"5",51.535,"3","2","2",848.895,"Food",15
5.765,"1",0.143592939,"1",37.3164,"3","1","1",38.6164,"Food",32
20.25,"2",0.011995271,"4",184.5924,"3","1","2",4997.4948,"Food",20
15.5,"2",0.15717236,"14",149.1418,"2","1","2",588.5672,"Food",18
17.25,"1",0.061393095,"5",91.812,"3","1","1",372.848,"Drinks",32
5.86,"2",0.264124669,"11",155.7314,"3","1","1",155.1314,"Food",32
15.35,"1",0.020310046,"15",218.0508,"1","3","2",3038.7112,"Drinks",30
10.1,"1",0.054630834,"9",200.2084,"3","1","2",1587.2672,"Non Consumable",20
16.7,"2",0.052517969,"6",115.4176,"3","2","2",687.1056,"Food",15
20.7,"2",0.047565208,"5",213.4876,"2","1","2",1929.4884,"Food",18
16,"1",0.060797393,"16",223.8404,"1","3","2",3600.6464,"Food",30
14,"1",0.041291169,"16",180.7634,"3","1","2",2181.1608,"Food",20
12.85,"1",0.022604051,"7",181.4318,"3","1","2",3428.2042,"Food",20
20.85,"2",0.056580228,"2",105.6648,"3","2","2",623.1888,"Food",15
12.35,"1",0.164196823,"10",120.5124,"2","1","2",2133.2232,"Non Consumable",18
6.85,"1",0.022976497,"6",261.6594,"2","3","3",3401.5722,"Food",8
10.3,"1",0.027310252,"7",101.0042,"3","2","2",1289.6546,"Food",13
8.895,"2",0.141975462,"14",49.6008,"3","1","1",50.6008,"Food",32
8.775,"1",0.064299088571134,"5",45.9428,"1","3","2",790.9704,"Drinks",30
18.85,"1",0.01619866,"9",129.2626,"3","2","2",3147.9024,"Non Consumable",10
19.5,"1",0.014205168,"10",56.7614,"2","3","4",2486.763,"Non Consumable",32
14.85,"1",0.09344495,"1",141.0812,"3","2","2",1139.8496,"Food",13
20.5,"2",0.019199733,"6",84.3592,"3","1","2",1816.3024,"Food",20
7.84,"2",0.154120252,"4",51.935,"2","3","3",199.74,"Food",8
18.25,"1",0.089004389,"6",196.7452,"3","2","2",978.726,"Food",15
10.3,"2",0.011117041,"14",85.854,"1","3","2",2683.174,"Food",30
12.5,"1",0.103422709,"10",169.9448,"3","2","2",2897.5616,"Non Consumable",13
20.35,"1",0.089035961,"5",260.5594,"2","3","4",9158.079,"Food",32
20.25,"2",0.102723919,"4",93.212,"3","1","2",1957.452,"Food",20
16.75,"2",0.024733134,"15",40.2822,"2","3","4",1296.3126,"Drinks",32
15,"1",0.044871033,"9",140.3838,"1","3","2",2528.7084,"Non Consumable",30
8.325,"1",0.029760052,"7",38.7138,"1","3","2",284.2966,"Food",30
15.85,"1",0.078999287,"4",38.6506,"3","2","2",759.012,"Food",10
13.1,"1",0.020870744,"5",117.3782,"3","1","2",1787.673,"Food",20
6.26,"1",0.031599715,"10",111.3228,"3","2","2",2431.5016,"Non Consumable",10
17.25,"1",0.042413704,"5",173.1764,"2","3","3",4466.1864,"Drinks",8
5.765,"1",0.072284689,"6",119.9098,"3","2","2",2048.6666,"Food",13
13.6,"1",0.009984847,"10",175.437,"1","3","2",1940.807,"Non Consumable",30
10.5,"1",0.052852621,"6",88.783,"3","2","2",2067.309,"Food",10
7.975,"1",0.014660821,"1",85.125,"3","2","2",2663.2,"Food",15
12.65,"2",0.076354362,"6",192.1846,"2","3","3",1146.5076,"Food",8
12.3,"1",0.076709639,"10",247.846,"3","2","2",3448.844,"Non Consumable",15
5.985,"1",0.005677876,"1",184.8924,"3","2","2",1665.8316,"Food",15
16.85,"1",0.0643032613957621,"7",184.7266,"2","3","4",8114.7704,"Food",32
15.15,"2",0.012282366,"14",132.5284,"2","1","2",1713.7692,"Food",18
12.35,"1",0.026681262,"4",56.4246,"3","1","2",810.9444,"Food",20
14.3,"1",0.127541722,"6",84.9224,"3","1","2",1193.1136,"Food",20
8.695,"1",0.119513002,"10",93.4094,"3","2","2",856.8846,"Non Consumable",13
16.35,"1",0.054463442,"11",163.8842,"1","3","1",165.7842,"Food",19
6.135,"2",0.0648003527697595,"1",151.3366,"3","2","2",1057.9562,"Food",15
19.5,"1",0.015756784,"10",185.0608,"3","2","2",2205.1296,"Non Consumable",15
9.5,"2",0.010907967,"14",182.3608,"1","3","2",2940.1728,"Food",30
8.895,"1",0.07543556,"8",235.8616,"3","2","2",3046.7008,"Drinks",13
18.25,"1",0.0642464577651515,"6",196.8452,"3","1","2",3327.6684,"Food",20
21.35,"1",0.115194717,"4",258.3278,"1","3","1",520.6556,"Food",19
19.7,"1",0.066922802,"14",174.837,"3","2","2",2999.429,"Food",13
13.35,"1",0.064636203,"1",90.0804,"2","3","4",2113.2492,"Food",32
16.6,"1",0.103195401,"7",117.8466,"3","2","2",942.7728,"Food",15
13.1,"1",0.13121032,"5",74.0354,"3","1","1",75.2354,"Food",32
10.895,"1",0.035747522,"7",133.6284,"3","1","2",1581.9408,"Food",20
15.85,"2",0.192650072,"6",37.4506,"3","1","1",37.9506,"Food",32
15.7,"1",0.098031771,"9",151.3024,"3","1","1",151.8024,"Non Consumable",32
8,"2",0.030118338,"2",248.8092,"2","3","4",3486.1288,"Food",32
8.51,"1",0.016201845,"10",195.2478,"3","2","2",4262.4516,"Non Consumable",10
14.15,"1",0.05837308,"14",243.9828,"1","3","1",731.0484,"Food",19
6.65,"1",0.087652908,"7",128.8678,"3","2","2",1398.8458,"Food",13
15.25,"2",0.065999008,"14",177.966,"2","1","2",2336.958,"Food",18
18.25,"1",0.088750333,"6",196.5452,"1","3","2",2348.9424,"Food",30
15.5,"2",0.100277876,"7",196.8768,"2","3","4",7094.7648,"Food",32
16,"2",0.099252438,"6",87.4856,"3","2","2",1054.6272,"Food",13
19.2,"1",0.0648003527697595,"10",127.831,"3","2","2",1298.31,"Non Consumable",15
12.15,"1",0.0646622415558602,"10",117.815,"3","2","2",2330.3,"Non Consumable",10
8.895,"1",0.026384672,"6",208.9954,"2","1","2",4584.6988,"Food",18
10.895,"1",0.228993134,"5",263.4568,"1","3","1",527.3136,"Food",19
16,"2",0.065431917,"5",76.1986,"3","2","2",1869.5664,"Food",10
10.895,"1",0.026749991,"6",106.928,"2","3","4",2876.256,"Food",32
9.195,"1",0.0642573974698545,"1",43.6744,"2","3","3",407.4696,"Food",8
11.35,"2",0.043333912,"7",201.0742,"2","3","3",2189.8162,"Food",8
10,"1",0.089656812,"9",144.0102,"3","2","2",1603.9122,"Non Consumable",10
9.395,"1",0.039954281,"12",82.4908,"3","2","2",2013.3792,"Non Consumable",13
15.2,"1",0.087854925,"15",95.9752,"3","1","1",95.8752,"Drinks",32
20.75,"1",0.149404057,"3",192.8478,"1","3","1",774.9912,"Food",19
9.8,"1",0.0268952,"11",128.402,"3","2","2",2403.538,"Food",15
5.695,"1",0.065857092,"6",258.5646,"2","3","3",4380.2982,"Food",8
18.2,"1",0.161817014,"7",37.819,"3","2","2",219.714,"Food",15
19.35,"2",0.082197959,"1",49.2034,"1","3","2",729.051,"Food",30
18.35,"1",0.015335349,"8",106.6938,"3","2","2",1393.5194,"Drinks",15
6.36,"1",0.00599072,"10",163.6526,"3","2","2",5262.4832,"Non Consumable",15
9.8,"1",0.013898123,"15",46.506,"2","3","3",372.848,"Drinks",8
20.7,"2",0.078912473,"1",99.9042,"2","3","4",3273.7386,"Food",32
9.895,"1",0.059776237,"10",231.7642,"2","3","4",5344.3766,"Non Consumable",32
6.635,"2",0.064299088571134,"6",39.7506,"1","3","2",303.6048,"Food",30
18.1,"1",0.297883712,"5",156.7288,"1","3","1",314.2576,"Food",19
8.93,"1",0.022059594,"10",56.0614,"1","3","1",276.307,"Non Consumable",19
8.3,"1",0.03532494,"7",38.9506,"1","3","2",721.0614,"Food",30
8.895,"1",0.124967595,"10",112.7544,"3","2","2",3467.4864,"Non Consumable",15
16.35,"2",0.062411404,"7",225.9062,"3","1","2",5416.9488,"Food",20
8.6,"1",0.032754431,"9",140.5154,"2","3","3",283.6308,"Non Consumable",8
5.825,"1",0.160178832,"10",160.2894,"3","1","1",323.5788,"Non Consumable",32
19,"2",0.104035148,"7",227.772,"3","2","2",5206.556,"Food",10
7.56,"1",0.06390019,"6",157.263,"3","2","2",2503.408,"Food",15
12.6,"2",0.062648111,"6",104.899,"1","3","2",1960.781,"Food",30
15.6,"1",0.111685868,"12",184.7924,"1","3","1",370.1848,"Non Consumable",19
8.71,"1",0.233039817,"4",49.5376,"1","3","1",95.8752,"Food",19
18.1,"1",0.17824575,"5",158.1288,"2","1","2",3299.7048,"Food",18
13.35,"1",0.140241213,"6",150.2392,"3","2","2",2684.5056,"Food",10
16.6,"1",0.0642464577651515,"7",173.3738,"3","1","2",2085.2856,"Food",20
6.695,"1",0.033935576,"6",221.9456,"3","2","2",2210.456,"Food",13
17.7,"2",0.016516275,"7",47.4034,"2","3","4",2187.153,"Food",32
16.6,"1",0.026537206,"6",57.2614,"3","1","2",1049.9666,"Food",20
15.35,"1",0.015673267,"12",145.047,"3","2","2",2719.793,"Non Consumable",13
19.7,"1",0.089083914,"7",54.593,"1","3","1",56.593,"Food",19
14.3,"1",0.131152799,"1",78.6328,"3","2","2",231.6984,"Food",10
13,"2",0.083109455,"4",195.8426,"2","3","4",5734.5354,"Food",32
10,"1",0.045818773,"6",138.718,"1","3","2",1398.18,"Food",30
14.8,"1",0.044869794,"15",76.467,"3","2","2",1531.34,"Drinks",13
19.5,"2",0.113858603701205,"4",160.692,"3","1","1",319.584,"Food",32
8.71,"2",0.04605781,"5",43.8744,"2","1","2",633.8416,"Food",18
12.15,"1",0.030815427,"6",252.0698,"1","3","1",1014.6792,"Food",19
17.85,"1",0.01806055,"9",97.0094,"3","2","2",2094.6068,"Non Consumable",15
9.5,"2",0.035205866,"7",171.3448,"2","1","2",2386.2272,"Food",18
11.8,"2",0.076705948,"14",34.7558,"3","2","2",780.9834,"Food",13
14.1,"1",0.089677773,"4",139.8496,"3","1","2",1693.7952,"Food",20
13.1,"1",0.132327406,"5",168.4158,"3","1","1",334.2316,"Food",32
19.35,"2",0.065520388,"11",168.3816,"3","1","2",1342.2528,"Food",20
19.75,"1",0.012518707,"7",190.6872,"3","2","2",4916.2672,"Food",10
10.3,"2",0.050353695,"4",78.696,"3","2","2",1757.712,"Food",10
17.75,"1",0.110762642,"12",108.5912,"2","3","4",1637.868,"Non Consumable",32
9.395,"1",0.045050674,"14",84.925,"2","3","4",1747.725,"Food",32
10.8,"1",0.083016832,"5",193.4504,"3","2","2",2876.256,"Food",10
17.75,"2",0.0648003527697595,"7",139.9838,"3","2","2",1966.7732,"Food",15
8.575,"1",0.023983258,"15",106.328,"2","3","3",958.752,"Drinks",8
19.1,"1",0.075836522,"5",40.2138,"1","3","1",81.2276,"Drinks",19
20.7,"2",0.100330684,"7",123.4388,"2","1","2",1238.388,"Food",18
9.695,"1",0.051778173,"14",157.892,"3","1","1",319.584,"Food",32
6.785,"2",0.022970468,"14",211.0928,"3","2","2",4418.2488,"Food",13
6.57,"1",0.066014596,"8",259.7278,"1","3","2",2863.6058,"Drinks",30
5.78,"2",0.07429945,"14",264.9568,"3","2","2",1845.5976,"Food",15
6.92,"2",0.131128467,"3",93.1804,"2","1","2",1561.9668,"Food",18
20.25,"2",0.014816356,"5",194.1162,"2","1","2",3848.324,"Food",18
13.65,"1",0.049318315,"7",149.005,"3","2","2",2097.27,"Food",15
13.5,"2",0.017960492,"14",81.596,"3","2","2",639.168,"Food",10
16.5,"1",0.035801238,"9",92.612,"2","3","3",559.272,"Non Consumable",8
16.7,"2",0.038606365,"14",146.5102,"3","2","2",2770.3938,"Food",15
8.68,"1",0.008871687,"6",99.7384,"2","3","3",295.6152,"Food",8
8.365,"1",0.125793938,"8",36.2506,"3","1","1",37.9506,"Drinks",32
7.235,"1",0.058369013,"14",115.2834,"2","3","3",1267.0174,"Food",8
16.75,"2",0.0642464577651515,"15",39.3822,"3","1","2",353.5398,"Drinks",20
15.35,"1",0.073269336,"15",92.112,"3","2","2",1118.544,"Drinks",13
10.8,"1",0.049677651,"7",245.9144,"1","3","2",4655.2736,"Food",30
6.26,"1",0.031470832,"10",110.2228,"2","1","2",1547.3192,"Non Consumable",18
5.63,"2",0.024579432,"11",105.3306,"2","1","2",1045.306,"Food",18
6.92,"2",0.131665479,"3",91.8804,"3","2","2",275.6412,"Food",10
12.15,"1",0.015523707,"6",212.0928,"2","3","3",2735.1064,"Food",8
16.6,"1",0.122475364,"7",175.5738,"3","2","2",347.5476,"Food",15
9.195,"1",0.107891398,"14",182.7634,"3","1","2",3817.0314,"Food",20
19,"1",0.128065918,"14",104.3622,"3","2","2",1905.5196,"Food",13
9.395,"1",0.045361705,"14",83.825,"3","2","2",665.8,"Food",15
9.8,"1",0.090390357,"12",192.1478,"1","3","2",2324.9736,"Non Consumable",30
12.6,"1",0.087029712,"7",109.2228,"2","3","4",3205.1612,"Food",32
18.85,"1",0.052054819,"9",189.1846,"3","1","2",2101.9306,"Non Consumable",20
9.13,"1",0.051952573,"10",152.3024,"3","2","2",1821.6288,"Non Consumable",15
9,"2",0.050786366,"4",152.2024,"3","2","2",3643.2576,"Food",10
17.1,"1",0.067141355,"10",114.586,"3","2","2",2942.836,"Non Consumable",13
6.715,"2",0.121485195,"1",40.2454,"1","3","2",587.2356,"Food",30
5.82,"1",0.080640478,"10",167.779,"3","1","2",2886.243,"Non Consumable",20
18.7,"1",0.037699254,"7",110.2886,"3","2","2",2223.772,"Food",15
7.93,"1",0.0642573974698545,"6",123.2414,"2","3","3",487.3656,"Food",8
18.75,"1",0.034501405,"10",211.7218,"3","2","2",5770.4886,"Non Consumable",10
20.35,"1",0.053795154,"14",117.7466,"2","3","4",1414.1592,"Food",32
5,"1",0.044004675,"15",188.853,"3","1","2",5502.837,"Drinks",20
7.445,"1",0.0642464577651515,"1",76.8354,"3","1","2",2181.8266,"Food",20
20.85,"1",0.121250374,"14",193.9452,"3","1","2",1565.9616,"Food",20
20.85,"1",0.0642573974698545,"11",115.1808,"2","3","3",1054.6272,"Food",8
19.2,"1",0.100230114,"6",112.9886,"2","1","2",1667.829,"Food",18
17.35,"1",0.167383061,"10",175.6712,"3","1","2",2812.3392,"Non Consumable",20
14.3,"2",0.034404732,"1",98.1726,"3","2","2",489.363,"Food",13
19.5,"1",0.082719632,"4",179.3002,"3","2","2",2865.6032,"Food",15
6.675,"1",0.041913535,"14",90.7462,"3","2","2",1665.8316,"Food",13
8.18,"1",0.0132043,"10",143.8154,"3","2","2",2694.4926,"Non Consumable",10
6.98,"1",0.041105789,"4",83.4934,"3","1","2",1555.9746,"Food",20
20.5,"1",0.141106202,"16",87.9172,"2","3","4",3836.3396,"Food",32
16.85,"1",0.036463975,"14",90.7488,"3","2","2",543.2928,"Food",15
14.8,"1",0.01946418,"9",196.3794,"1","3","2",1950.794,"Non Consumable",30
12.3,"2",0.064299088571134,"14",57.3562,"1","3","2",177.7686,"Food",30
7.435,"1",0.123086812,"16",206.9638,"3","2","2",1035.319,"Food",15
15.1,"2",0.105646853,"7",42.8796,"3","2","2",949.4308,"Food",13
9.195,"2",0.118149377,"14",160.5578,"3","2","2",1283.6624,"Food",10
10.1,"1",0.046545786,"8",59.9878,"1","3","2",484.7024,"Drinks",30
16,"2",0.065009745,"5",79.5986,"1","3","2",934.7832,"Food",30
17.7,"2",0.016630303,"7",48.1034,"3","2","2",534.6374,"Food",15
8.1,"2",0.134532392,"4",39.448,"2","1","2",878.856,"Food",18
20.6,"1",0.083133128,"1",120.1756,"2","1","2",1332.9316,"Food",18
20.35,"1",0.039428167,"10",127.9678,"2","3","3",3560.6984,"Non Consumable",8
8.195,"1",0.0642573974698545,"1",93.1462,"2","3","3",647.8234,"Food",8
17.75,"1",0.034823127,"5",248.675,"3","2","2",4993.5,"Food",15
7.475,"1",0.148492521,"7",240.6854,"3","2","2",1691.7978,"Food",13
19,"2",0.065901299,"7",188.7214,"2","3","3",1695.7926,"Food",8
12.6,"2",0.041622264,"7",124.0072,"2","1","2",4042.7376,"Food",18
9,"1",0.064933297,"14",174.837,"2","3","4",4763.799,"Food",32
7.895,"2",0.0945493,"3",102.6332,"3","2","2",1640.5312,"Food",13
15.85,"1",0.107076832,"15",58.7904,"2","3","4",1288.9888,"Drinks",32
17.1,"1",0.128674983,"7",112.3886,"3","2","2",2334.9606,"Food",15
8.355,"1",0.188322664,"4",148.5418,"2","3","3",2207.127,"Food",8
10.895,"2",0.113858603701205,"6",145.2102,"3","1","1",437.4306,"Food",32
18.5,"1",0.052025392,"14",118.4124,"1","3","2",2370.248,"Food",30
19,"2",0.065316099,"7",189.9214,"2","3","4",5087.3778,"Food",32
8.975,"2",0.01516265,"4",101.899,"1","3","1",103.199,"Food",19
10.1,"2",0.053584207,"7",224.4088,"3","1","2",4697.8848,"Food",20
9.285,"2",0.020989132,"14",158.6578,"1","3","2",2406.867,"Food",30
11.6,"2",0.144017405,"5",238.3222,"3","1","2",5736.5328,"Food",20
17.7,"1",0.115978122,"14",183.4266,"2","3","4",7192.6374,"Food",32
12.5,"1",0.081465335,"11",220.7798,"2","3","3",6611.394,"Food",8
16,"1",0.041177505,"14",142.3496,"3","2","2",3246.4408,"Food",10
14.15,"1",0.042352822,"5",51.6982,"2","3","3",1262.3568,"Drinks",8
20.2,"1",0.074541867,"10",94.1462,"2","3","3",1758.3778,"Non Consumable",8
13.65,"2",0.18454121,"4",211.5902,"3","2","2",4672.5844,"Food",15
17.25,"1",0.114160573,"10",253.1724,"3","2","2",3775.086,"Non Consumable",10
5.655,"1",0.175352413,"15",147.4102,"2","1","2",2478.7734,"Drinks",18
20.75,"2",0.083590755,"6",182.2318,"3","2","2",3067.3406,"Food",13
5.175,"2",0.029471408,"14",105.4622,"1","3","2",3281.7282,"Food",30
20,"2",0.028282832,"7",46.2744,"3","2","2",1086.5856,"Food",10
11.8,"1",0.108134654131881,"7",46.5402,"1","3","1",229.701,"Food",19
16.75,"2",0.008208342,"4",102.8674,"3","2","2",1528.011,"Food",15
18.35,"1",0.03334929,"5",155.034,"2","3","3",1990.742,"Drinks",8
12.8,"1",0.076060037,"7",95.141,"3","1","2",868.869,"Food",20
19.75,"1",0.014301326,"10",103.0332,"3","1","2",1230.3984,"Non Consumable",20
8.75,"2",0.074931201,"7",187.6556,"2","3","3",938.778,"Food",8
13.3,"1",0.080131363,"5",234.03,"2","3","3",4194.54,"Food",8
18.85,"1",0.167444431,"10",194.6136,"1","3","2",1166.4816,"Non Consumable",30
9.695,"2",0.03033748,"14",222.9114,"2","1","2",5764.4964,"Food",18
20.7,"1",0.04874969,"7",37.5506,"3","2","2",113.8518,"Food",13
11.5,"1",0.014788594,"16",174.408,"2","3","4",7443.644,"Food",32
11.1,"1",0.111298111,"7",191.7846,"3","2","2",3057.3536,"Food",10
